1,Even if it wont give one more than previous posts here like Ruby Liangs very good one i wanted to share my own point of view Hope my English is understandable Bon voyage is a rhythmic light but deep presentation of the French unorganized comedown but also courage and charm All along in a brilliantly reconstituted 1940 France with many details from Bordeaux luxurious hotel occupied by Government HQ and attacked by useless high class French to Parisian coffees near Le Pantheon  rue Mouffetard and 1930s cars Gérard Depardieu and Yvan Attal give their second roles a brilliant taste Isabelle Adjani and Virgnie Ledoyen are very credible in their drastically different roles and Grégori Derangère makes an bewitching performance Much lighter than average eg American war times movies and focused on the civilians Bon voyage shows a lot of things about french issues even to a French guy like me some of them quite deep
0,I could not believe the original rating I found when i looked up this film 95 Unfortunately it looks like I am not alone The film is slow and boring really one of the sad things is that if the film had been given a realistic rating of around 5 or 6 then the expectation would not have been so high Unfortunately this was not the case so when watching the film and seeing the poor story and acting I am left giving it a 310 score Vinnie Jones is superb in Lock stock and also Snatch and he plays a great hard man however he should stick to this role Its a bit like when Stallone and Schwarzenegger have done comedy films they just dont work Neither can he play lead actor he plays better as supporting or otherwise When he plays lead his acting talents are too in view and shown up as not really very good Mean Machine is another good example of this
0,Wowspeechless as to the making of this film I cant say much The coverbox at the local videostore shouldve said it allnothing but 6 actorsactresses who get lost on the set of Scream and decide to shoot a movie The acting was apparently not in the budget but they were able to afford nudity and goodlooking actors Style over substance almost makes its mark here except most of these actingclass failures keep forgetting that there is a plot that needs to go somewhere when they were reading this script After only 4 or 5 kills by the socalled masked murderer and a confusing tiein plot about a Murder Club which the dumb lead actress thinks is a real club that she can join only if she can get over a girl bumping into her car you want to stab your hands with the nearest sharp object to remind yourself never to get overly excited by a possibly good movie such as this I feel bad for the people who bought this film and cant find anyone to take it off their hands Another example of whats wrong with the growing number of straight to video horror releases with no thought put into the essentials Throw it away if you did buy this
1,Though derivative Labyrinth still stands as the highlight of the midhalf of the sixyearold show Finally a story allows Welling to show how he has grown as an actor Its not easy playing a character that is the embodiment of truth justice and the American way on a weekly basis with very little variation His performance permitting him to show how one might react if heshe discovers that all that he knew may be a lie was quite believable Welling rose to the occasion marvelously As always Michael Rosenbaum as the handicapped Lex delivered as did Kristen Kreuk as a toosweettobebelieved Lana Allison Mack the everpresent Chloe also scored as a slightly offherrocker version The use of an annoying hum in the background added to the tone of the installment and made for an engaging drama
1,I think if you were to ask most JWs whether they expect a miracle cure because of their faith you will find they do not I know I do not What you will find instead is that they believe the promises Christ made of a resurrection So even even if the worst were to happen and we die while holding onto our integrity Jehovah can and will correct this It really gets down to a simple question is God real to you or is this all just make believe If he is real and you trust him you will follow his directions no matter what the short term outcome may be I had a heart attack about a year and a half ago One in my family was horrified when she saw the words NO BLOOD written in large letters over my chart I reasoned with her that if I were in a position that only a blood transfusion would save my life would that be a good time to anger the only one could return me to life when the time came She didnt get it  God just isnt real enough to her Too bad I wish she could have the comfort a strong faith gives
1,Its also the best book Ive ever read Karl Urban and Steve Zahn are great together It had drama adventure and sweetness and sadness I laughed I cried Its hard not to laugh when Gus is talking I wish Gus would have smacked Clara like he did Inez Clara just lead Gus on all those years with no intentions of ever marrying him She just liked playing with him It was sad that he spent his whole life pining for her It would have been nice if Woodrow had married Maggie but she would have just died on him anyway Woodrow was a man that could not express his feelings and kept them bottled up It was obvious that he loved Maggie after the raid on Austin when the rangers got back and he ran to hold her Val Kilmer is excellent at playing odd characters I loved his portrayal of Captian Inish Skull I loved the whole Lonesome Dove saga Comanche Moon is the best of the bunch
0,Towards the end of the movie I felt it was too technical I felt like I was in a classroom watching how our Navy performs rescues at sea I liked seeing that the engines have fire extinguishers I guess I should have figured that out before but I never thought about it Using a 747 to transport valuable old paintings with very little security is odd and not realistic The acting was pretty good since theyre mostly seasoned professionals but if youre going to stretch so far from what would most likely happen it should be more like a fantasy comical etc Everything was taken too seriously At least the movie had Felix Ungar as pilot with Buck Rogers the night stalker and Dracula also on board The movie was filled with well known faces I understand that Hollywood has to exaggerate a bit for drama but it does hurt the quality of a movie when a serious subject is made into a caricature Thats why I said it should have been more comical My pet peeve with movies about airline travel is that everybody just casually moves about They walk around with drinks setting them down and picking them up 5 minutes later just as if theyre in a building or something and acting as if turbulence just doesnt exist Also I know its a disaster movie but suspense doesnt have to include a 30 second crash after hitting something Anyway the skilled actors and actresses keep this weak script from having been made into a movie that got canned after its first screening I like Lee Grant but it was fun to watch a psychotic person get decked
0,Yet another early film from Alfred Hitchcock which seems to have been done out of contractual obligation As with Juno and the Paycock you can tell that Hitchcock had little interest in this movie There is almost no style or craft to it at all The story revolves around Fred and Emily a young married couple who come into some money and go on a cruise which proves to be a test of their marriage Emily is given a chance at a new life with a good hearted wealthy man who falls in love with her but chooses to take the high road and stay with her husband This might seem more believable if Fred werent made out to be a completely insensitive pompous ass who jumps at the first opportunity he sees to leave his wife for another woman The couple ends up staying together but the movie lacks any real reconciliation scene The third act goes in a completely different direction with the couple stranded on an abandoned ship and rescued by an Asian fishing boat Joan Barry does give a very stirring performance as the faithful wife of an unfaithful husband Thats about all you can say for this one
0,I remember back when I was little when I was away at camp and we would campout under the stars There was always someone there that would have a good story to tell that involved the woods that surrounded us and they would always creep me out Well when I found Wendigo at the library I checked it out hoping to be one of those films that had a supernatural being haunting people in the woods much like the stories that were told at camp Well much to my dismay I was so far from the truth Wendigo is really bad The story starts of when a family of three is driving to their winter cabin which looks like your normal suburban home and nothing like a cabin in the woods and they run into a deer Well it seems the local rednecks were actually hunting this particular deer and are pretty upset at our city folk The movie spends far too much time following the families everyday activities instead of getting to the point of the film It wasnt until about the last 15 minutes that we actually have some action involving the wendigo My suggestion is that you stay very far away this film It will leave you wanting your hour and a half back
1,The sequel is exactly what you will expect it to be And it is good enough that everyone who would have wanted to watch this should leave it happy This is not a movie that will win an Academy award But it does take what made the Jackass TV show and original movie a success and it turns it up a notch It is funnier more brutal and more disgusting than the original And I loved every minute of it The original had a few notorious stunts and there is at least one stunt that this movie will be remembered for You will wince cringe look away and laugh very very hard In any event you probably do not need to read this review or any others to know if you will like this movie unless you have never heard of Jackass
